longname,Poverty %,LICO-AT %,Household Income < $50k %,Household Income $50k - $100k %,Household Income > $100k %,Household income < C$50k %,Household income C$50k - C$100k %,Household income > C$100k %,Individual Income < $50k %,Individual Income $50k - $100k %,Individual Income > $100k %,Individual income < C$50k %,Individual income C$50k - C$100k %,Individual income > C$100k %
"Yanshi Urban Center, China",,,,,,,,,,,,,,
"Sungai Petani Urban Center, Malaysia",,,,,,,,,,,,,,
"Laizhou Urban Center, China",,,,,,,,,,,,,,
"Ninghai Urban Center, China",,,,,,,,,,,,,,
"Pingdu Urban Center, China",,,,,,,,,,,,,,
"Tirunelveli Urban Center, India",,,,,,,,,,,,,,
"Timika Urban Center, Indonesia",,,,,,,,,,,,,,
"Tlaxcala Urban Center, Mexico",,,,,,,,,,,,,,
"Southend-on-Sea Urban Center, United Kingdom",,,,,,,,,,,,,,
"Ivano-Frankivsk Urban Center, Ukraine",,,,,,,,,,,,,,
"Suining (Jiangsu Sheng) Urban Center, China",,,,,,,,,,,,,,
"Boisar Urban Center, India",,,,,,,,,,,,,,
"Münster Urban Center, Germany",,,,,,,,,,,,,,
"Heerlen Urban Center, Germany-Netherlands",,,,,,,,,,,,,,
"Mogho Urban Center, Nigeria",,,,,,,,,,,,,,
"Rishikesh Urban Center, India",,,,,,,,,,,,,,
"Raleigh Urban Center, USA",0.12631308044901732,,0.35817039304567205,0.31073840871079844,0.3310911982435296,,,,0.6095566155617739,0.253319920695277,0.13712346374294904,,,
"Gijón Urban Center, Spain",,,,,,,,,,,,,,
"Kaiyuan (Liaoning Sheng) Urban Center, China",,,,,,,,,,,,,,
"Lucena Urban Center, Philippines",,,,,,,,,,,,,,
"Hazaribagh Urban Center, India",,,,,,,,,,,,,,
"Cagliari Urban Center, Italy",,,,,,,,,,,,,,
"Nganjuk Urban Center, Indonesia",,,,,,,,,,,,,,
"Rancagua Urban Center, Chile",,,,,,,,,,,,,,
"Osmaniye Urban Center, Turkey",,,,,,,,,,,,,,
"Gaoping Urban Center, China",,,,,,,,,,,,,,
"Triprayar Urban Center, India",,,,,,,,,,,,,,
"Lianjiang (Guangdong Sheng) Urban Center, China",,,,,,,,,,,,,,
"Padmanabhapuram Urban Center, India",,,,,,,,,,,,,,
"Miyazaki Urban Center, Japan",,,,,,,,,,,,,,
"Manta Urban Center, Ecuador",,,,,,,,,,,,,,
"Misrata Urban Center, Libya",,,,,,,,,,,,,,
"Vladimir Urban Center, Russia",,,,,,,,,,,,,,
"Wichita Urban Center, USA",0.19607919570097704,,0.5210778159592002,0.31311599157494213,0.16580619246585765,,,,0.7710478260462612,0.1804890884209792,0.04846308553275969,,,
"Pali Urban Center, India",,,,,,,,,,,,,,
"Etah Urban Center, India",,,,,,,,,,,,,,
"Ashdod Urban Center, Israel",,,,,,,,,,,,,,
"Dhampur Urban Center, India",,,,,,,,,,,,,,
"Gaobeidian Urban Center, China",,,,,,,,,,,,,,
"Sterlitamak Urban Center, Russia",,,,,,,,,,,,,,
"Tanjung Balai Urban Center, Indonesia",,,,,,,,,,,,,,
"Heroica Nogales Urban Center, Mexico-USA",,,,,,,,,,,,,,
"Reading Urban Center, United Kingdom",,,,,,,,,,,,,,
"Bhola Urban Center, Bangladesh",,,,,,,,,,,,,,
"Nanchang (Southern Jiangxi Sheng) Urban Center, China",,,,,,,,,,,,,,
"Pathankot Urban Center, India",,,,,,,,,,,,,,
"Myeik Urban Center, Myanmar",,,,,,,,,,,,,,
"Craiova Urban Center, Romania",,,,,,,,,,,,,,
"Taloqan Urban Center, Afghanistan",,,,,,,,,,,,,,
"Binangun Urban Center, Indonesia",,,,,,,,,,,,,,
"Birnin Kebbi Urban Center, Nigeria",,,,,,,,,,,,,,
"Pardis Urban Center, Iran",,,,,,,,,,,,,,
"Bahía Blanca Urban Center, Argentina",,,,,,,,,,,,,,
"Richmond Urban Center, USA",0.1778819257395001,,0.4428090161518548,0.2976896952088466,0.25950128863929844,,,,0.6729803073602104,0.2291807257533163,0.09783896688647316,,,
"Darjeeling Urban Center, India",,,,,,,,,,,,,,
"Aydin Urban Center, Turkey",,,,,,,,,,,,,,
"Springfield (Massachusetts) Urban Center, USA",0.2287375963680911,,0.5289359550877988,0.2758250335191362,0.19523901139306496,,,,0.7512100544943215,0.20239322136729,0.04639672413838842,,,
"Dingzhou Urban Center, China",,,,,,,,,,,,,,
"Huancayo Urban Center, Peru",,,,,,,,,,,,,,
"Changxing Urban Center, China",,,,,,,,,,,,,,
"Enping Urban Center, China",,,,,,,,,,,,,,
"Ankleshwar Urban Center, India",,,,,,,,,,,,,,
"Tahoua Urban Center, Niger",,,,,,,,,,,,,,
"Tebing Tinggi Urban Center, Indonesia",,,,,,,,,,,,,,
"Acarigua Urban Center, Venezuela",,,,,,,,,,,,,,
"Haian Urban Center, China",,,,,,,,,,,,,,
"Kostroma Urban Center, Russia",,,,,,,,,,,,,,
"Syracuse Urban Center, USA",0.20771945584209017,,0.4808707337584926,0.2956624929864631,0.22346677325504435,,,,0.7127050956672333,0.2281945119446705,0.05910039238809615,,,
"Bielefeld Urban Center, Germany",,,,,,,,,,,,,,
"Sanming Urban Center, China",,,,,,,,,,,,,,
"Khmelnytskyi Urban Center, Ukraine",,,,,,,,,,,,,,
"Pucallpa Urban Center, Peru",,,,,,,,,,,,,,
"Baoying Urban Center, China",,,,,,,,,,,,,,
"Jiangyou Urban Center, China",,,,,,,,,,,,,,
"Yuanlin City Urban Center, China",,,,,,,,,,,,,,
"Hillcrest Urban Center, New Zealand",,,,,,,,,,,,,,
"Vologda Urban Center, Russia",,,,,,,,,,,,,,
"Netanya Urban Center, Israel",,,,,,,,,,,,,,
"Fu'an Urban Center, China",,,,,,,,,,,,,,
"Aachen Urban Center, Germany",,,,,,,,,,,,,,
"Bugama Urban Center, Nigeria",,,,,,,,,,,,,,
"Miyun Urban Center, China",,,,,,,,,,,,,,
"Mérida Urban Center, Venezuela",,,,,,,,,,,,,,
"Zacatecas Urban Center, Mexico",,,,,,,,,,,,,,
"Shabqadar Urban Center, Pakistan",,,,,,,,,,,,,,
"Arkhangelsk Urban Center, Russia",,,,,,,,,,,,,,
"Mansa Urban Center, Zambia",,,,,,,,,,,,,,
"Shahrisabz Urban Center, Uzbekistan",,,,,,,,,,,,,,
"Wuzhong Urban Center, China",,,,,,,,,,,,,,
"Monywa Urban Center, Myanmar",,,,,,,,,,,,,,
"Yuhuan Urban Center, China",,,,,,,,,,,,,,
"Mokpo-si Urban Center, South Korea",,,,,,,,,,,,,,
"Kassala Urban Center, Sudan",,,,,,,,,,,,,,
"Luton Urban Center, United Kingdom",,,,,,,,,,,,,,
"Jiroft Urban Center, Iran",,,,,,,,,,,,,,
"Dordrecht Urban Center, Netherlands",,,,,,,,,,,,,,
"Emeishan Urban Center, China",,,,,,,,,,,,,,
"Zhytomyr Urban Center, Ukraine",,,,,,,,,,,,,,
"Waidhan Urban Center, India",,,,,,,,,,,,,,
"Aarhus Urban Center, Denmark",,,,,,,,,,,,,,
"Karamay Urban Center, China",,,,,,,,,,,,,,
"Ziguinchor Urban Center, Senegal",,,,,,,,,,,,,,
"Cape Coral Urban Center, USA",0.12792895626470763,,0.44852577995862386,0.3255061320515457,0.2259680879898303,,,,0.731266471922457,0.19607517152073306,0.0726583565568101,,,
"Toyama Urban Center, Japan",,,,,,,,,,,,,,
"Sevastopol Urban Center, Ukraine",,,,,,,,,,,,,,
"Hajipur Urban Center, India",,,,,,,,,,,,,,
"Acheng Urban Center, China",,,,,,,,,,,,,,
"Palwal Urban Center, India",,,,,,,,,,,,,,
"Beira Urban Center, Mozambique",,,,,,,,,,,,,,
"Al-Shatrah Urban Center, Iraq",,,,,,,,,,,,,,
"Nzérékoré Urban Center, Guinea",,,,,,,,,,,,,,
"Ji'an (Northern Jiangxi Sheng) Urban Center, China",,,,,,,,,,,,,,
"Ilebo Urban Center, Democratic Republic of the Congo",,,,,,,,,,,,,,
"Fengfeng Urban Center, China",,,,,,,,,,,,,,
"Khanpur Urban Center, Pakistan",,,,,,,,,,,,,,
"Oruro Urban Center, Bolivia",,,,,,,,,,,,,,
"Caserta Urban Center, Italy",,,,,,,,,,,,,,
"Kishangarh Urban Center, India",,,,,,,,,,,,,,
"Merca Urban Center, Somalia",,,,,,,,,,,,,,
"Rennes Urban Center, France",,,,,,,,,,,,,,
"Eagan Urban Center, USA",0.05455828048701952,,0.22968849895568422,0.29712371659518566,0.4731877844491301,,,,0.5316014730197319,0.3092524620933142,0.15914606488695396,,,
"Nanchuan Urban Center, China",,,,,,,,,,,,,,
"Vitoria-Gasteiz Urban Center, Spain",,,,,,,,,,,,,,
"Linying Urban Center, China",,,,,,,,,,,,,,
"Indramayu Urban Center, Indonesia",,,,,,,,,,,,,,
"Kombolcha Urban Center, Ethiopia",,,,,,,,,,,,,,
"Jiangyan Urban Center, China",,,,,,,,,,,,,,
"Baraut Urban Center, India",,,,,,,,,,,,,,
"Padang Sidempuan Urban Center, Indonesia",,,,,,,,,,,,,,
"Panaji Urban Center, India",,,,,,,,,,,,,,
"Punto Fijo Urban Center, Venezuela",,,,,,,,,,,,,,
"Auraiya Urban Center, India",,,,,,,,,,,,,,
"Ramagundam Urban Center, India",,,,,,,,,,,,,,
"Xiangcheng Urban Center, China",,,,,,,,,,,,,,
"Mahbubnagar Urban Center, India",,,,,,,,,,,,,,
"Shikohabad Urban Center, India",,,,,,,,,,,,,,
"Skikda Urban Center, Algeria",,,,,,,,,,,,,,
"Korhogo Urban Center, Ivory Coast",,,,,,,,,,,,,,
"Sidi Bel Abbes Urban Center, Algeria",,,,,,,,,,,,,,
"Yangzhong Urban Center, China",,,,,,,,,,,,,,
"Jiangxia Urban Center, China",,,,,,,,,,,,,,
"Mulongo Urban Center, Democratic Republic of the Congo",,,,,,,,,,,,,,
"Cape Coast Urban Center, Ghana",,,,,,,,,,,,,,
"Ughelli Urban Center, Nigeria",,,,,,,,,,,,,,
"Wardha Urban Center, India",,,,,,,,,,,,,,
"Osizweni Urban Center, South Africa",,,,,,,,,,,,,,
"肥城市 Urban Center, China",,,,,,,,,,,,,,
"Harrisburg Urban Center, USA",0.12582665158647363,,0.3708747016988143,0.3373390266024452,0.29178627169874044,,,,0.6402627593372344,0.270311303239521,0.08942593742324458,,,
"Binhai (Jiangsu Sheng) Urban Center, China",,,,,,,,,,,,,,
"Sumaré Urban Center, Brazil",,,,,,,,,,,,,,
"Dadu Urban Center, Pakistan",,,,,,,,,,,,,,
"Yoshkar-Ola Urban Center, Russia",,,,,,,,,,,,,,
"Gandhidham Urban Center, India",,,,,,,,,,,,,,
"Pinggu Urban Center, China",,,,,,,,,,,,,,
"Subang Urban Center, Indonesia",,,,,,,,,,,,,,
"Córdoba Urban Center, Spain",,,,,,,,,,,,,,
"Kunduz Urban Center, Afghanistan",,,,,,,,,,,,,,
"Borama Urban Center, Somalia",,,,,,,,,,,,,,
"Nador Urban Center, Morocco",,,,,,,,,,,,,,
"Impfondo Urban Center, Congo",,,,,,,,,,,,,,
"Raigarh Urban Center, India",,,,,,,,,,,,,,
"Quwaysina Urban Center, Egypt",,,,,,,,,,,,,,
"Alor Setar Urban Center, Malaysia",,,,,,,,,,,,,,
"Chhindwara Urban Center, India",,,,,,,,,,,,,,
"Laibin Urban Center, China",,,,,,,,,,,,,,
"Trishal Urban Center, Bangladesh",,,,,,,,,,,,,,
"Machala Urban Center, Ecuador",,,,,,,,,,,,,,
"Binyang Urban Center, China",,,,,,,,,,,,,,
"Luoding Urban Center, China",,,,,,,,,,,,,,
"Sorong Urban Center, Indonesia",,,,,,,,,,,,,,
"Meihekou Urban Center, China",,,,,,,,,,,,,,
"Shanxian Urban Center, China",,,,,,,,,,,,,,
"Lufeng (Guangdong Sheng) Urban Center, China",,,,,,,,,,,,,,
"Laixi Urban Center, China",,,,,,,,,,,,,,
"Banjarbaru Urban Center, Indonesia",,,,,,,,,,,,,,
"Motihari Urban Center, India",,,,,,,,,,,,,,
"Jiangdu Urban Center, China",,,,,,,,,,,,,,
"Agadez Urban Center, Niger",,,,,,,,,,,,,,
"Hebi Urban Center, China",,,,,,,,,,,,,,
"Cajamarca Urban Center, Peru",,,,,,,,,,,,,,
"Brasília Urban Center, Brazil",,,,,,,,,,,,,,
"Maragha Urban Center, Egypt",,,,,,,,,,,,,,
"Firozpur Urban Center, India",,,,,,,,,,,,,,
"Chatham Urban Center, United Kingdom",,,,,,,,,,,,,,
"Nawabshah Urban Center, Pakistan",,,,,,,,,,,,,,
"Hassan Urban Center, India",,,,,,,,,,,,,,
"Tanghe Urban Center, China",,,,,,,,,,,,,,
"Juazeiro do Norte Urban Center, Brazil",,,,,,,,,,,,,,
"Dibrugarh Urban Center, India",,,,,,,,,,,,,,
"Medininagar Urban Center, India",,,,,,,,,,,,,,
"Khanewal Urban Center, Pakistan",,,,,,,,,,,,,,
"Jorhat Urban Center, India",,,,,,,,,,,,,,
"Binangonan Urban Center, Philippines",,,,,,,,,,,,,,
"Xinzhou (Shanxi Sheng) Urban Center, China",,,,,,,,,,,,,,
"Bohicon Urban Center, Benin",,,,,,,,,,,,,,
"Prato Urban Center, Italy",,,,,,,,,,,,,,
"武清区 Urban Center, China",,,,,,,,,,,,,,
"Ipatinga Urban Center, Brazil",,,,,,,,,,,,,,
"Wuchuan Urban Center, China",,,,,,,,,,,,,,
"La Romana Urban Center, Dominican Republic",,,,,,,,,,,,,,
"Novorossiysk Urban Center, Russia",,,,,,,,,,,,,,
"Tarakan Urban Center, Indonesia",,,,,,,,,,,,,,
"Taganrog Urban Center, Russia",,,,,,,,,,,,,,
"Menongue Urban Center, Angola",,,,,,,,,,,,,,
"Chuncheon-si Urban Center, South Korea",,,,,,,,,,,,,,
"East London Urban Center, South Africa",,,,,,,,,,,,,,
"Kropyvnytskyi Urban Center, Ukraine",,,,,,,,,,,,,,
"Keren Urban Center, Eritrea",,,,,,,,,,,,,,
"Asmara Urban Center, Eritrea",,,,,,,,,,,,,,
"Dengfeng (Henan Sheng) Urban Center, China",,,,,,,,,,,,,,
"Nukus Urban Center, Uzbekistan",,,,,,,,,,,,,,
"Nalchik Urban Center, Russia",,,,,,,,,,,,,,
"Porbandar Urban Center, India",,,,,,,,,,,,,,
"Samalut Urban Center, Egypt",,,,,,,,,,,,,,
"Guará Urban Center, Brazil",,,,,,,,,,,,,,
"El Jadida Urban Center, Morocco",,,,,,,,,,,,,,
"Rivne Urban Center, Ukraine",,,,,,,,,,,,,,
"Kōchi Urban Center, Japan",,,,,,,,,,,,,,
"Zaozhuang Urban Center, China",,,,,,,,,,,,,,
"Hami Urban Center, China",,,,,,,,,,,,,,
"Bojonegoro Urban Center, Indonesia",,,,,,,,,,,,,,
"Bhimavaram Urban Center, India",,,,,,,,,,,,,,
"Ashmoun Urban Center, Egypt",,,,,,,,,,,,,,
"Hanchuan Urban Center, China",,,,,,,,,,,,,,
"Victoria Urban Center, Canada",,0.05567452611959174,,,,0.2754556230337374,0.34841488394102565,0.37612949302523696,,,,0.5681659271746624,0.32251918952642417,0.10931488329891347
"Mossoró Urban Center, Brazil",,,,,,,,,,,,,,
"Babol Urban Center, Iran",,,,,,,,,,,,,,
"Kamianske Urban Center, Ukraine",,,,,,,,,,,,,,
"Yamagata Urban Center, Japan",,,,,,,,,,,,,,
"Zelenograd Urban Center, Russia",,,,,,,,,,,,,,
"Thakurgaon Urban Center, Bangladesh",,,,,,,,,,,,,,
"Tebessa Urban Center, Algeria",,,,,,,,,,,,,,
"Toledo Urban Center, USA",0.2357057270293345,,0.5594408433657808,0.28383528382168316,0.15672387281253597,,,,0.7782104860239244,0.18470330932752432,0.03708620464855139,,,
"Siwan Urban Center, India",,,,,,,,,,,,,,
"Hoshiarpur Urban Center, India",,,,,,,,,,,,,,
"Vidisha Urban Center, India",,,,,,,,,,,,,,
"Nassau Urban Center, The Bahamas",,,,,,,,,,,,,,
"Talca Urban Center, Chile",,,,,,,,,,,,,,
"Kaithal Urban Center, India",,,,,,,,,,,,,,
"Reno Urban Center, USA",0.1344094386594303,,0.41113627775162986,0.32461022631979575,0.2642534959285744,,,,0.6947055037351274,0.223210639871821,0.08208385639305159,,,
"Proddatur Urban Center, India",,,,,,,,,,,,,,
"Huangshan Urban Center, China",,,,,,,,,,,,,,
"Sivakasi Urban Center, India",,,,,,,,,,,,,,
"Lincoln Urban Center, USA",0.1417308555017089,,0.4185452278206934,0.33155237412129496,0.24990239805801154,,,,0.7027968343439731,0.22770897536161727,0.06949419029440951,,,
"Pathein Urban Center, Myanmar",,,,,,,,,,,,,,
"Sikandarabad Urban Center, India",,,,,,,,,,,,,,
"McAllen Urban Center, USA",0.24871592792983785,,0.5229223007401507,0.28665818155813133,0.19041951770171794,,,,0.7699089485094469,0.17626406397067793,0.05382698751987514,,,
"Kasaji Urban Center, Democratic Republic of the Congo",,,,,,,,,,,,,,
"Chitradurga Urban Center, India",,,,,,,,,,,,,,
"Jinju-si Urban Center, South Korea",,,,,,,,,,,,,,
"Brasov Urban Center, Romania",,,,,,,,,,,,,,
"Xingyi Urban Center, China",,,,,,,,,,,,,,
"Iwo Urban Center, Nigeria",,,,,,,,,,,,,,
"Wendeng Urban Center, China",,,,,,,,,,,,,,
"Isparta Urban Center, Turkey",,,,,,,,,,,,,,
"Yantian Urban Center, China",,,,,,,,,,,,,,
"Galați Urban Center, Romania",,,,,,,,,,,,,,
"Linxia Urban Center, China",,,,,,,,,,,,,,
"Manuf Urban Center, Egypt",,,,,,,,,,,,,,
"Pujiang Urban Center, China",,,,,,,,,,,,,,
"Contai Urban Center, India",,,,,,,,,,,,,,
"Morioka Urban Center, Japan",,,,,,,,,,,,,,
"Tiaret Urban Center, Algeria",,,,,,,,,,,,,,
"Kuantan Urban Center, Malaysia",,,,,,,,,,,,,,
"Pattoki Urban Center, Pakistan",,,,,,,,,,,,,,
"兖州区 Urban Center, China",,,,,,,,,,,,,,
"Veraval Urban Center, India",,,,,,,,,,,,,,
"Lutsk Urban Center, Ukraine",,,,,,,,,,,,,,
"Perinthalmanna Urban Center, India",,,,,,,,,,,,,,
"Magura Urban Center, Bangladesh",,,,,,,,,,,,,,
"Kassel Urban Center, Germany",,,,,,,,,,,,,,
"Obra (Uttar Pradesh) Urban Center, India",,,,,,,,,,,,,,
"Xilinhot Urban Center, China",,,,,,,,,,,,,,
"Sihong Urban Center, China",,,,,,,,,,,,,,
"Akron Urban Center, USA",0.20186054002948392,,0.5347048901278807,0.3197507085060192,0.14554440136610003,,,,0.7730202277942779,0.18919399004669077,0.03778578215903122,,,
"Gadag Urban Center, India",,,,,,,,,,,,,,
"Chidambaram Urban Center, India",,,,,,,,,,,,,,
"Padua Urban Center, Italy",,,,,,,,,,,,,,
"Mek'elē Urban Center, Ethiopia",,,,,,,,,,,,,,
"Mawlamyine Urban Center, Myanmar",,,,,,,,,,,,,,
"Kiel Urban Center, Germany",,,,,,,,,,,,,,
"Vanderbijlpark Urban Center, South Africa",,,,,,,,,,,,,,
"Kenema Urban Center, Sierra Leone",,,,,,,,,,,,,,
"Tahma Urban Center, Egypt",,,,,,,,,,,,,,
"Donostia / San Sebastián Urban Center, Spain",,,,,,,,,,,,,,
"Los Mochis Urban Center, Mexico",,,,,,,,,,,,,,
"Eugene Urban Center, USA",0.1873983847952624,,0.4611992919520495,0.3061949810087561,0.2326057270391945,,,,0.7378545345230596,0.19318777714710872,0.06895768832983167,,,
"Tehuacán Urban Center, Mexico",,,,,,,,,,,,,,
"San Pedro de Macorís Urban Center, Dominican Republic",,,,,,,,,,,,,,
"Linz Urban Center, Austria",,,,,,,,,,,,,,
"Lanxi (Zhejiang Sheng) Urban Center, China",,,,,,,,,,,,,,
"Qufu Urban Center, China",,,,,,,,,,,,,,
"Gwagwalada Urban Center, Nigeria",,,,,,,,,,,,,,
"Petrozavodsk Urban Center, Russia",,,,,,,,,,,,,,
"岗美村 Urban Center, China",,,,,,,,,,,,,,
"Ruijin Urban Center, China",,,,,,,,,,,,,,
"Governador Valadares Urban Center, Brazil",,,,,,,,,,,,,,
"Tuluá Urban Center, Colombia",,,,,,,,,,,,,,
"Pasuruan Urban Center, Indonesia",,,,,,,,,,,,,,
"Dezful Urban Center, Iran",,,,,,,,,,,,,,
"Nsukka Urban Center, Nigeria",,,,,,,,,,,,,,
"Worcester Urban Center, USA",0.1748479086371041,,0.4344918643907874,0.2699266698777304,0.2955814657314822,,,,0.678630666121924,0.2293177295486595,0.09205160432941646,,,
"Saida Urban Center, Lebanon",,,,,,,,,,,,,,
"Blackwater Urban Center, United Kingdom",,,,,,,,,,,,,,
"Algeciras Urban Center, Spain-Gibraltar",,,,,,,,,,,,,,
"Paramaribo Urban Center, Suriname",,,,,,,,,,,,,,
"Pengzhou Urban Center, China",,,,,,,,,,,,,,
"Adiyaman Urban Center, Turkey",,,,,,,,,,,,,,
"Arsi Negelle Urban Center, Ethiopia",,,,,,,,,,,,,,
"Chingola Urban Center, Zambia",,,,,,,,,,,,,,
"Sreemangal Urban Center, Bangladesh",,,,,,,,,,,,,,
"Lili Urban Center, China",,,,,,,,,,,,,,
"El Oued Urban Center, Algeria",,,,,,,,,,,,,,
"Ash Sharai Urban Center, Saudi Arabia",,,,,,,,,,,,,,
"Urgench Urban Center, Uzbekistan",,,,,,,,,,,,,,
"Cotabato Urban Center, Philippines",,,,,,,,,,,,,,
"Joliet Urban Center, USA",0.0975914513298539,,0.30808974999409905,0.31379419048910456,0.37811605951679633,,,,0.6349363166286198,0.26038442002328477,0.10467926334809535,,,
"Termez Urban Center, Uzbekistan",,,,,,,,,,,,,,
"Arnhem Urban Center, Netherlands",,,,,,,,,,,,,,
"Najran Urban Center, Saudi Arabia",,,,,,,,,,,,,,
"Xinyi (Guangdong Sheng) Urban Center, China",,,,,,,,,,,,,,
"Sambalpur Urban Center, India",,,,,,,,,,,,,,
"Rajapalaiyam Urban Center, India",,,,,,,,,,,,,,
"Baiyin Urban Center, China",,,,,,,,,,,,,,
"Muzaffarabad Urban Center, Pakistan",,,,,,,,,,,,,,
"Akita Urban Center, Japan",,,,,,,,,,,,,,
"Gudiyatham Urban Center, India",,,,,,,,,,,,,,
"Freiburg im Breisgau Urban Center, Germany",,,,,,,,,,,,,,
"Lhasa Urban Center, China",,,,,,,,,,,,,,
"San-Pédro Urban Center, Ivory Coast",,,,,,,,,,,,,,
"Wonju-si Urban Center, South Korea",,,,,,,,,,,,,,
"沂水县 Urban Center, China",,,,,,,,,,,,,,
"Santa Elena Urban Center, Ecuador",,,,,,,,,,,,,,
"Fengting Urban Center, China",,,,,,,,,,,,,,
"Tongren Urban Center, China",,,,,,,,,,,,,,
"Tanga Urban Center, Tanzania",,,,,,,,,,,,,,
"Fuwah Urban Center, Egypt",,,,,,,,,,,,,,
"Al-Qadarif Urban Center, Sudan",,,,,,,,,,,,,,
"Ranjangoan Urban Center, India",,,,,,,,,,,,,,
"Çorum Urban Center, Turkey",,,,,,,,,,,,,,
"Wuhua Urban Center, China",,,,,,,,,,,,,,
"Pandeglang Urban Center, Indonesia",,,,,,,,,,,,,,
"Chita Urban Center, Russia",,,,,,,,,,,,,,
"Jhenaidah Urban Center, Bangladesh",,,,,,,,,,,,,,
"Basirhat Urban Center, India",,,,,,,,,,,,,,
"Nuevo Arraiján Urban Center, Panama",,,,,,,,,,,,,,
"Davenport Urban Center, USA",0.14939910218022814,,0.42164794756674734,0.3349485865787319,0.2434034658545208,,,,0.6855531537975789,0.24284296669497993,0.07160387950744111,,,
"Oskemen Urban Center, Kazakhstan",,,,,,,,,,,,,,
"Koriyama Urban Center, Japan",,,,,,,,,,,,,,
"Mönchengladbach Urban Center, Germany",,,,,,,,,,,,,,
"Gafargaon Urban Center, Bangladesh",,,,,,,,,,,,,,
"Garissa Urban Center, Kenya",,,,,,,,,,,,,,
"M'banza Congo Urban Center, Angola",,,,,,,,,,,,,,
"Pir Murad Urban Center, Pakistan",,,,,,,,,,,,,,
"Kremenchuk Urban Center, Ukraine",,,,,,,,,,,,,,
"Legazpi Urban Center, Philippines",,,,,,,,,,,,,,
"Oviedo Urban Center, Spain",,,,,,,,,,,,,,
"Luliao Urban Center, China",,,,,,,,,,,,,,
"Anju Urban Center, North Korea",,,,,,,,,,,,,,
"Khon Kaen Urban Center, Thailand",,,,,,,,,,,,,,
"Jolarpet Urban Center, India",,,,,,,,,,,,,,
"Bojnurd Urban Center, Iran",,,,,,,,,,,,,,
"Sawai Madhopur Urban Center, India",,,,,,,,,,,,,,
"Split Urban Center, Croatia",,,,,,,,,,,,,,
"Bắc Ninh Urban Center, Vietnam",,,,,,,,,,,,,,
"Juxian Urban Center, China",,,,,,,,,,,,,,
"Ogunrun-Ori Urban Center, Nigeria",,,,,,,,,,,,,,
"Fenghua Urban Center, China",,,,,,,,,,,,,,
"Vientiane Urban Center, Laos",,,,,,,,,,,,,,
"Datia Urban Center, India",,,,,,,,,,,,,,
"Aomori Urban Center, Japan",,,,,,,,,,,,,,
"Sumy Urban Center, Ukraine",,,,,,,,,,,,,,
"Tala Urban Center, Egypt",,,,,,,,,,,,,,
"Preston Urban Center, United Kingdom",,,,,,,,,,,,,,
"Reykjavik Urban Center, Iceland",,,,,,,,,,,,,,
"Kashan Urban Center, Iran",,,,,,,,,,,,,,
"Hulunbuir Urban Center, China",,,,,,,,,,,,,,
"Deir Ez Zor Urban Center, Syria",,,,,,,,,,,,,,
"Sampit Urban Center, Indonesia",,,,,,,,,,,,,,
"Paarl Urban Center, South Africa",,,,,,,,,,,,,,
"Nawada Urban Center, India",,,,,,,,,,,,,,
"নাটোর Urban Center, Bangladesh",,,,,,,,,,,,,,
"Jind Urban Center, India",,,,,,,,,,,,,,
"Khalilabad Urban Center, India",,,,,,,,,,,,,,
"Bonny Urban Center, Nigeria",,,,,,,,,,,,,,
"Tacloban Urban Center, Philippines",,,,,,,,,,,,,,
"Forbesganj Urban Center, India",,,,,,,,,,,,,,
"Yakutsk Urban Center, Russia",,,,,,,,,,,,,,
"Balotra Urban Center, India",,,,,,,,,,,,,,
"Khouribga Urban Center, Morocco",,,,,,,,,,,,,,
"Yarim Urban Center, Yemen",,,,,,,,,,,,,,
"Notun Digha Urban Center, India",,,,,,,,,,,,,,
"El Senbellawein City Urban Center, Egypt",,,,,,,,,,,,,,
"Santa Clara Urban Center, Cuba",,,,,,,,,,,,,,
"Hejian Urban Center, China",,,,,,,,,,,,,,
"Chakwal Urban Center, Pakistan",,,,,,,,,,,,,,
"Najibabad Urban Center, India",,,,,,,,,,,,,,
"Ségou Urban Center, Mali",,,,,,,,,,,,,,
"Palanpur Urban Center, India",,,,,,,,,,,,,,
"O’Fallon Urban Center, USA",0.052074745628118146,,0.2614709529088698,0.342225020374039,0.39630402671709114,,,,0.5890924199966632,0.2911026757945981,0.11980490420873884,,,
"Koutiala Urban Center, Mali",,,,,,,,,,,,,,
"Ado Urban Center, Nigeria",,,,,,,,,,,,,,
"Pescara Urban Center, Italy",,,,,,,,,,,,,,
"Tunduma Urban Center, Tanzania-Zambia",,,,,,,,,,,,,,
"Chiconcuac Urban Center, Mexico",,,,,,,,,,,,,,
"Aurangabad (West Bengal) Urban Center, India",,,,,,,,,,,,,,
"Hadejia Urban Center, Nigeria",,,,,,,,,,,,,,
"Shoranur Urban Center, India",,,,,,,,,,,,,,
"Salalah Urban Center, Oman",,,,,,,,,,,,,,
"Kindu Urban Center, Democratic Republic of the Congo",,,,,,,,,,,,,,
"Jimma (Southern Oromīya) Urban Center, Ethiopia",,,,,,,,,,,,,,
"Qionglai Urban Center, China",,,,,,,,,,,,,,
"Poza Rica Urban Center, Mexico",,,,,,,,,,,,,,
"Cartago Urban Center, Costa Rica",,,,,,,,,,,,,,
"Changyi Urban Center, China",,,,,,,,,,,,,,
