longname,PW Density (r=250m),PW Density (250m) [StatCan],PW Density (r=250m) (2010),PW Density (r=250m) Change (2010-2020),PW Density (r=250m) (2000),PW Density (r=250m) Change (2000-2020),PW Density (r=500m),PW Density (500m) [StatCan],PW Density (r=500m) (2010),PW Density (r=500m) Change (2010-2020),PW Density (r=500m) (2000),PW Density (r=500m) Change (2000-2020),PW Density (r=2km),PW Density (2km) [StatCan],PW Density (r=2km) [GHS-POP],PW Density (r=2km) (2010),PW Density (r=2km) Change (2010-2020),PW Density (r=2km) (2000),PW Density (r=2km) Change (2000-2020),PW Density (r=4km),PW Density (4km) [StatCan],PW Density (r=4km) [GHS-POP],PW Density (r=4km) (2010),PW Density (r=4km) Change (2010-2020),PW Density (r=4km) (2000),PW Density (r=4km) Change (2000-2020)
"Bakool, Somalia",,,,,,,,,,,,,,,3851.7856,,,,,,,1018.7955,,,,
"Shamāl Sīnā’, Egypt",,,,,,,,,,,,,,,1474.2502,,,,,,,809.9772,,,,
"El Paraíso, Honduras",,,,,,,,,,,,,,,822.754,,,,,,,353.57898,,,,
"Lira, Uganda",,,,,,,,,,,,,,,1108.4716,,,,,,,870.8858,,,,
"Điện Biên, Vietnam",,,,,,,,,,,,,,,1064.0298,,,,,,,537.89294,,,,
"Loja, Ecuador",,,,,,,,,,,,,,,2043.0018,,,,,,,1165.713,,,,
"Chocó, Colombia",,,,,,,,,,,,,,,1543.3444,,,,,,,598.84973,,,,
"Varna, Bulgaria",,,,,,,,,,,,,,,3004.557,,,,,,,1975.7468,,,,
"Z̧ufār, Oman",,,,,,,,,,,,,,,2477.6316,,,,,,,1517.0638,,,,
"Melaky, Madagascar",,,,,,,,,,,,,,,385.3899,,,,,,,121.61225,,,,
"Al Marqab, Libya",,,,,,,,,,,,,,,1009.2846,,,,,,,706.81824,,,,
"Ingushskaya, Respublika, Russia",,,,,,,,,,,,,,,2063.005,,,,,,,1047.688,,,,
"Imereti, Georgia",,,,,,,,,,,,,,,1888.4554,,,,,,,976.82654,,,,
"Kampong Chhnang [Kâmpóng Chhnang], Cambodia",,,,,,,,,,,,,,,421.07175,,,,,,,267.0057,,,,
"Vysočina, Czech Republic",,,,,,,,,,,,,,,538.91736,,,,,,,248.7971,,,,
"Ñuble, Chile",,,,,,,,,,,,,,,1668.1708,,,,,,,1104.8314,,,,
"Đắk Nông, Vietnam",,,,,,,,,,,,,,,680.1599,,,,,,,408.21875,,,,
"Dâmboviţa, Romania",,,,,,,,,,,,,,,702.35596,,,,,,,376.19397,,,,
"Chin, Myanmar",,,,,,,,,,,,,,,875.6855,,,,,,,280.77878,,,,
"Bács-Kiskun, Hungary",,,,,,,,,,,,,,,710.1663,,,,,,,382.5634,,,,
"Batken, Kyrgyzstan",,,,,,,,,,,,,,,927.79645,,,,,,,448.73856,,,,
"Nueva Vizcaya, Philippines",,,,,,,,,,,,,,,766.0364,,,,,,,487.45602,,,,
"Cuando Cubango, Angola",,,,,,,,,,,,,,,2746.6426,,,,,,,1890.584,,,,
"Phichit, Thailand",,,,,,,,,,,,,,,496.60178,,,,,,,261.03336,,,,
"Awdal, Somalia",,,,,,,,,,,,,,,11438.572,,,,,,,4145.1567,,,,
"Western Highlands, Papua New Guinea",,,,,,,,,,,,,,,1514.368,,,,,,,682.74316,,,,
"Haute-Sangha/Mambéré-Kadéï, Central African Republic",,,,,,,,,,,,,,,1519.0289,,,,,,,519.3258,,,,
"Chumphon, Thailand",,,,,,,,,,,,,,,585.2908,,,,,,,357.5213,,,,
"Lamphun, Thailand",,,,,,,,,,,,,,,637.859,,,,,,,506.97574,,,,
"Genève, Switzerland",,,,,,,,,,,,,,,6657.02,,,,,,,4655.8315,,,,
"Oyam, Uganda",,,,,,,,,,,,,,,248.03622,,,,,,,233.6484,,,,
"Cotopaxi, Ecuador",,,,,,,,,,,,,,,1005.4128,,,,,,,601.50397,,,,
"Phrae, Thailand",,,,,,,,,,,,,,,783.2711,,,,,,,525.441,,,,
"Apac, Uganda",,,,,,,,,,,,,,,210.67322,,,,,,,193.47093,,,,
"Uttaradit, Thailand",,,,,,,,,,,,,,,1111.0004,,,,,,,684.59955,,,,
"Maracha, Uganda",,,,,,,,,,,,,,,421.87656,,,,,,,421.90787,,,,
"Ghardaïa, Algeria",,,,,,,,,,,,,,,2457.8323,,,,,,,1231.9609,,,,
"Janūb al Bāţinah, Oman",,,,,,,,,,,,,,,835.90533,,,,,,,518.60333,,,,
"Naxçıvan, Azerbaijan",,,,,,,,,,,,,,,2644.691,,,,,,,1320.7936,,,,
"Rogaland, Norway",,,,,,,,,,,,,,,1205.9487,,,,,,,772.6987,,,,
"Lefkosia [Lefkoşa], Cyprus",,,,,,,,,,,,,,,1926.735,,,,,,,1558.2196,,,,
"Maramureş, Romania",,,,,,,,,,,,,,,1276.7325,,,,,,,670.9315,,,,
"Phetchaburi, Thailand",,,,,,,,,,,,,,,806.4181,,,,,,,550.9651,,,,
"Ucayali, Peru",,,,,,,,,,,,,,,2402.2734,,,,,,,1620.8695,,,,
"Oudômxai, Laos",,,,,,,,,,,,,,,271.3632,,,,,,,137.94984,,,,
"Varsinais-Suomi, Finland",,,,,,,,,,,,,,,1310.2008,,,,,,,860.3116,,,,
"Khammouan, Laos",,,,,,,,,,,,,,,320.24484,,,,,,,241.23645,,,,
"Ben Arous, Tunisia",,,,,,,,,,,,,,,3291.5432,,,,,,,2283.443,,,,
"Imbabura, Ecuador",,,,,,,,,,,,,,,1935.8286,,,,,,,1278.068,,,,
"Puntarenas, Costa Rica",,,,,,,,,,,,,,,550.58777,,,,,,,268.0746,,,,
"Northern Bahr el-Ghazal, South Sudan",,,,,,,,,,,,,,,395.2463,,,,,,,223.92244,,,,
"Kotayk', Armenia",,,,,,,,,,,,,,,3871.1816,,,,,,,3120.9407,,,,
"San Pedro, Paraguay",,,,,,,,,,,,,,,380.78342,,,,,,,156.43149,,,,
"Ra's al Khaymah, United Arab Emirates",,,,,,,,,,,,,,,1502.4829,,,,,,,1097.3441,,,,
"Bubanza, Burundi",,,,,,,,,,,,,,,1374.9626,,,,,,,742.8754,,,,
"Southern Leyte, Philippines",,,,,,,,,,,,,,,488.7457,,,,,,,313.697,,,,
"Gyór-Moson-Sopron, Hungary",,,,,,,,,,,,,,,1012.93146,,,,,,,585.6999,,,,
"Kasserine, Tunisia",,,,,,,,,,,,,,,1111.746,,,,,,,484.3628,,,,
"Faro, Portugal",,,,,,,,,,,,,,,1064.0557,,,,,,,479.92307,,,,
"Aïn Témouchent, Algeria",,,,,,,,,,,,,,,1788.1338,,,,,,,717.8416,,,,
"Isparta, Turkey",,,,,,,,,,,,,,,3916.0833,,,,,,,2295.2234,,,,
"Kyegegwa, Uganda",,,,,,,,,,,,,,,308.78476,,,,,,,300.43762,,,,
"Choluteca, Honduras",,,,,,,,,,,,,,,1146.0115,,,,,,,650.57935,,,,
"Sidi Bouzid, Tunisia",,,,,,,,,,,,,,,634.113,,,,,,,276.8427,,,,
"Santo Domingo de los Tsáchilas, Ecuador",,,,,,,,,,,,,,,4498.0264,,,,,,,3398.2878,,,,
"Sakhalinskaya oblast', Russia",,,,,,,,,,,,,,,1397.6099,,,,,,,765.00354,,,,
"Trøndelag, Norway",,,,,,,,,,,,,,,1240.9788,,,,,,,795.8816,,,,
"Ciego de Ávila, Cuba",,,,,,,,,,,,,,,2120.0127,,,,,,,955.48267,,,,
"Costa Caribe Sur, Nicaragua",,,,,,,,,,,,,,,820.7491,,,,,,,259.8501,,,,
"Östergötlands län, Sweden",,,,,,,,,,,,,,,1233.7548,,,,,,,762.8262,,,,
"Sancti Spíritus, Cuba",,,,,,,,,,,,,,,2274.7876,,,,,,,849.67584,,,,
"El Beni, Bolivia",,,,,,,,,,,,,,,1878.2959,,,,,,,962.29083,,,,
"San Miguel, El Salvador",,,,,,,,,,,,,,,2048.7302,,,,,,,1344.1395,,,,
"Al Wādī al Jadīd, Egypt",,,,,,,,,,,,,,,1240.3119,,,,,,,726.3247,,,,
"Nebbi, Uganda",,,,,,,,,,,,,,,548.3978,,,,,,,397.9167,,,,
"Al Baḩr al Aḩmar, Egypt",,,,,,,,,,,,,,,1544.858,,,,,,,768.8958,,,,
"Al Awsaţ, Eritrea",,,,,,,,,,,,,,,3657.1943,,,,,,,2292.0417,,,,
"Nišavski okrug, Serbia",,,,,,,,,,,,,,,3339.3098,,,,,,,1955.8729,,,,
"Bengo, Angola",,,,,,,,,,,,,,,940.6441,,,,,,,438.25418,,,,
"Masaya, Nicaragua",,,,,,,,,,,,,,,3619.2163,,,,,,,1897.1271,,,,
"Leiria, Portugal",,,,,,,,,,,,,,,491.55566,,,,,,,292.184,,,,
"Svaay Rieng [Svay Riĕng], Cambodia",,,,,,,,,,,,,,,248.89412,,,,,,,199.56786,,,,
"Īlām, Iran",,,,,,,,,,,,,,,2407.8225,,,,,,,1162.2528,,,,
"Edirne, Turkey",,,,,,,,,,,,,,,2326.6973,,,,,,,1097.7078,,,,
"Flevoland, Netherlands",,,,,,,,,,,,,,,1786.8696,,,,,,,1171.3472,,,,
"Prachuap Khiri Khan, Thailand",,,,,,,,,,,,,,,357.09442,,,,,,,232.49599,,,,
"Adygeya, Respublika, Russia",,,,,,,,,,,,,,,1388.202,,,,,,,959.4567,,,,
"Buyende, Uganda",,,,,,,,,,,,,,,351.73566,,,,,,,323.49792,,,,
"Mahdia, Tunisia",,,,,,,,,,,,,,,765.80756,,,,,,,375.3787,,,,
"Kayunga, Uganda",,,,,,,,,,,,,,,522.75635,,,,,,,422.80576,,,,
"Splitsko-dalmatinska županija, Croatia",,,,,,,,,,,,,,,2295.7932,,,,,,,1380.26,,,,
"Al Jahrā’, Kuwait",,,,,,,,,,,,,,,2375.7883,,,,,,,1874.2937,,,,
"Phayao, Thailand",,,,,,,,,,,,,,,543.263,,,,,,,319.4032,,,,
"Cibao Noroeste, Dominican Republic",,,,,,,,,,,,,,,1476.9749,,,,,,,628.00134,,,,
"Neamţ, Romania",,,,,,,,,,,,,,,904.3395,,,,,,,474.8405,,,,
"'Ajmān, United Arab Emirates",,,,,,,,,,,,,,,4568.629,,,,,,,4127.678,,,,
"Nord-Est, Haiti",,,,,,,,,,,,,,,1897.8898,,,,,,,776.86957,,,,
"Fejér, Hungary",,,,,,,,,,,,,,,840.3758,,,,,,,460.53714,,,,
"Kakumiro, Uganda",,,,,,,,,,,,,,,297.07355,,,,,,,279.01837,,,,
"Limón, Costa Rica",,,,,,,,,,,,,,,769.0868,,,,,,,387.42642,,,,
"Chiquimula, Guatemala",,,,,,,,,,,,,,,1062.4814,,,,,,,513.0073,,,,
"Nan, Thailand",,,,,,,,,,,,,,,456.69058,,,,,,,272.22702,,,,
"Buzău, Romania",,,,,,,,,,,,,,,1345.4,,,,,,,671.3809,,,,
"Osh Shaary, Kyrgyzstan",,,,,,,,,,,,,,,6412.82,,,,,,,4843.571,,,,
"Kaesong Industrial Region, North Korea",,,,,,,,,,,,,,,10569.828,,,,,,,3878.374,,,,
"Ileía, Greece",,,,,,,,,,,,,,,1756.6698,,,,,,,997.4333,,,,
"Enriquillo, Dominican Republic",,,,,,,,,,,,,,,1480.0697,,,,,,,606.4879,,,,
"Mişrātah, Libya",,,,,,,,,,,,,,,1390.9358,,,,,,,1173.3379,,,,
"Kiruhura, Uganda",,,,,,,,,,,,,,,159.8969,,,,,,,149.1888,,,,
"Vestfold og Telemark, Norway",,,,,,,,,,,,,,,665.5525,,,,,,,395.76794,,,,
"Xaignabouli, Laos",,,,,,,,,,,,,,,241.03296,,,,,,,125.1518,,,,
"Nkhotakota, Malawi",,,,,,,,,,,,,,,431.4847,,,,,,,289.33893,,,,
"Catamarca, Argentina",,,,,,,,,,,,,,,1842.527,,,,,,,1223.7312,,,,
"Salāmāt, Chad",,,,,,,,,,,,,,,4023.9434,,,,,,,1536.8363,,,,
"Liberecký kraj, Czech Republic",,,,,,,,,,,,,,,1057.9016,,,,,,,618.5902,,,,
"Rumonge, Burundi",,,,,,,,,,,,,,,1730.1268,,,,,,,833.0086,,,,
"Amnat Charoen, Thailand",,,,,,,,,,,,,,,369.28568,,,,,,,230.23692,,,,
"Copán, Honduras",,,,,,,,,,,,,,,766.11914,,,,,,,344.08704,,,,
"Al Bāḩah, Saudi Arabia",,,,,,,,,,,,,,,689.7857,,,,,,,410.0329,,,,
"Beyrouth, Lebanon",,,,,,,,,,,,,,,18685.86,,,,,,,14360.666,,,,
"Ntchisi, Malawi",,,,,,,,,,,,,,,282.21167,,,,,,,247.38899,,,,
"Karonga, Malawi",,,,,,,,,,,,,,,548.8542,,,,,,,399.8081,,,,
"Los Ríos, Chile",,,,,,,,,,,,,,,1894.4857,,,,,,,1118.7493,,,,
"Busia, Uganda",,,,,,,,,,,,,,,1714.5468,,,,,,,1130.8549,,,,
"Bong, Liberia",,,,,,,,,,,,,,,741.5749,,,,,,,393.69162,,,,
"Balaka, Malawi",,,,,,,,,,,,,,,446.03076,,,,,,,337.53003,,,,
"Baalbek-Hermel, Lebanon",,,,,,,,,,,,,,,1210.98,,,,,,,657.5013,,,,
"Guelmim-Oued Noun (EH-partial), Morocco",,,,,,,,,,,,,,,3471.4106,,,,,,,1131.4789,,,,
"Andjazîdja [Grande Comore], Comoros",,,,,,,,,,,,,,,2025.0242,,,,,,,1158.8029,,,,
"An Nuqāţ al Khams, Libya",,,,,,,,,,,,,,,859.464,,,,,,,644.5069,,,,
"Chinandega, Nicaragua",,,,,,,,,,,,,,,2201.0232,,,,,,,983.2457,,,,
"Sulu, Philippines",,,,,,,,,,,,,,,1111.761,,,,,,,560.6406,,,,
"Ilfov, Romania",,,,,,,,,,,,,,,1140.7778,,,,,,,1234.2158,,,,
"Cienfuegos, Cuba",,,,,,,,,,,,,,,2253.5571,,,,,,,1035.4893,,,,
"Baḩr al Ghazāl, Chad",,,,,,,,,,,,,,,2314.0542,,,,,,,746.051,,,,
"Santarém, Portugal",,,,,,,,,,,,,,,427.43777,,,,,,,203.70526,,,,
"Cuanza-Norte, Angola",,,,,,,,,,,,,,,2752.2285,,,,,,,1087.51,,,,
"Nong Khai, Thailand",,,,,,,,,,,,,,,626.3321,,,,,,,409.70117,,,,
"La Rioja, Argentina",,,,,,,,,,,,,,,2192.3875,,,,,,,1500.0575,,,,
"Muramvya, Burundi",,,,,,,,,,,,,,,843.1206,,,,,,,690.428,,,,
"Luzern, Switzerland",,,,,,,,,,,,,,,1480.0978,,,,,,,1048.1041,,,,
"Arad, Romania",,,,,,,,,,,,,,,1176.0939,,,,,,,768.93536,,,,
"Düzce, Turkey",,,,,,,,,,,,,,,3200.5427,,,,,,,1773.9307,,,,
"El Tarf, Algeria",,,,,,,,,,,,,,,930.10046,,,,,,,381.8167,,,,
"Olt, Romania",,,,,,,,,,,,,,,663.9649,,,,,,,318.28384,,,,
"Zābul, Afghanistan",,,,,,,,,,,,,,,867.20013,,,,,,,307.666,,,,
"Mukdahan, Thailand",,,,,,,,,,,,,,,803.84796,,,,,,,515.83154,,,,
"Khomas, Namibia",,,,,,,,,,,,,,,4797.221,,,,,,,3323.248,,,,
"Yala, Thailand",,,,,,,,,,,,,,,1480.7098,,,,,,,816.2239,,,,
"Assaba, Mauritania",,,,,,,,,,,,,,,716.8181,,,,,,,350.1355,,,,
"Kvemo Kartli, Georgia",,,,,,,,,,,,,,,961.5168,,,,,,,551.8117,,,,
"Gabès, Tunisia",,,,,,,,,,,,,,,1804.5734,,,,,,,1093.1136,,,,
"Tharaka-Nithi, Kenya",,,,,,,,,,,,,,,416.79138,,,,,,,394.96597,,,,
"Santa Elena, Ecuador",,,,,,,,,,,,,,,2618.654,,,,,,,1627.9761,,,,
"Amazonas, Peru",,,,,,,,,,,,,,,547.4079,,,,,,,207.76212,,,,
"Aksaray, Turkey",,,,,,,,,,,,,,,2731.0176,,,,,,,1395.3578,,,,
"Apurímac, Peru",,,,,,,,,,,,,,,740.028,,,,,,,327.81857,,,,
"Yamoussoukro, Ivory Coast",,,,,,,,,,,,,,,2957.7637,,,,,,,1901.4592,,,,
"Putumayo, Colombia",,,,,,,,,,,,,,,1528.4336,,,,,,,516.27905,,,,
"Saïda, Algeria",,,,,,,,,,,,,,,3157.4343,,,,,,,1530.8403,,,,
"Burgas, Bulgaria",,,,,,,,,,,,,,,1444.5548,,,,,,,679.7522,,,,
"Pohjois-Pohjanmaa, Finland",,,,,,,,,,,,,,,828.967,,,,,,,542.7418,,,,
"Kweneng, Botswana",,,,,,,,,,,,,,,1607.6663,,,,,,,896.88574,,,,
"Al Ḩudūd ash Shamālīyah, Saudi Arabia",,,,,,,,,,,,,,,2935.7795,,,,,,,1905.1431,,,,
"Santa Cruz, Argentina",,,,,,,,,,,,,,,2163.5876,,,,,,,1073.2352,,,,
"Béqaa, Lebanon",,,,,,,,,,,,,,,1206.0304,,,,,,,697.5152,,,,
"Jendouba, Tunisia",,,,,,,,,,,,,,,871.68396,,,,,,,426.50168,,,,
"Australian Capital Territory, Australia",,,,,,,,,,,,,,,1208.4712,,,,,,,938.1029,,,,
"Nippes, Haiti",,,,,,,,,,,,,,,685.467,,,,,,,413.15668,,,,
"Uşak, Turkey",,,,,,,,,,,,,,,3729.366,,,,,,,1971.4795,,,,
"Central, Fiji",,,,,,,,,,,,,,,1921.2024,,,,,,,1332.8113,,,,
"León, Nicaragua",,,,,,,,,,,,,,,2306.2673,,,,,,,1280.9595,,,,
"Tarapacá, Chile",,,,,,,,,,,,,,,5151.891,,,,,,,2516.7686,,,,
"Csongrád, Hungary",,,,,,,,,,,,,,,1423.1044,,,,,,,869.47925,,,,
"Masaka, Uganda",,,,,,,,,,,,,,,1348.4521,,,,,,,991.96893,,,,
"Yasothon, Thailand",,,,,,,,,,,,,,,280.82812,,,,,,,171.10611,,,,
"Lofa, Liberia",,,,,,,,,,,,,,,1321.463,,,,,,,463.88214,,,,
"Bolikhamxai, Laos",,,,,,,,,,,,,,,290.24677,,,,,,,165.58795,,,,
"Gorgol, Mauritania",,,,,,,,,,,,,,,767.1357,,,,,,,285.13467,,,,
"Ansabā, Eritrea",,,,,,,,,,,,,,,9196.351,,,,,,,3712.8516,,,,
"Guadeloupe, France",,,,,,,,,,,,,,,638.70197,,,,,,,425.3232,,,,
"Ahuachapán, El Salvador",,,,,,,,,,,,,,,1581.8779,,,,,,,821.9496,,,,
"Siirt, Turkey",,,,,,,,,,,,,,,4061.8079,,,,,,,1477.7651,,,,
"Giresun, Turkey",,,,,,,,,,,,,,,2194.7932,,,,,,,963.3613,,,,
"Mwaro, Burundi",,,,,,,,,,,,,,,524.8949,,,,,,,494.87402,,,,
"Sevastopol, Ukraine",,,,,,,,,,,,,,,2235.855,,,,,,,1734.4545,,,,
"Guanacaste, Costa Rica",,,,,,,,,,,,,,,699.5892,,,,,,,299.55124,,,,
"Kastamonu, Turkey",,,,,,,,,,,,,,,1078.4044,,,,,,,493.3911,,,,
"Pousaat [Poŭthĭsăt], Cambodia",,,,,,,,,,,,,,,322.72946,,,,,,,206.1755,,,,
"Botoşani, Romania",,,,,,,,,,,,,,,1377.3262,,,,,,,653.69995,,,,
"Manzini, Eswatini",,,,,,,,,,,,,,,618.06555,,,,,,,463.5153,,,,
"Santa Rosa, Guatemala",,,,,,,,,,,,,,,645.67847,,,,,,,323.89175,,,,
"Mityana, Uganda",,,,,,,,,,,,,,,611.319,,,,,,,418.97806,,,,
"Yozgat, Turkey",,,,,,,,,,,,,,,1040.3978,,,,,,,380.2981,,,,
"Coimbra, Portugal",,,,,,,,,,,,,,,575.85315,,,,,,,379.7534,,,,
"Laâyoune-Sakia El Hamra (EH-partial), Morocco",,,,,,,,,,,,,,,2293.48,,,,,,,878.4698,,,,
"Zeeland, Netherlands",,,,,,,,,,,,,,,736.4437,,,,,,,406.85022,,,,
"Soroti, Uganda",,,,,,,,,,,,,,,672.79095,,,,,,,517.93774,,,,
"Jalapa, Guatemala",,,,,,,,,,,,,,,1383.5885,,,,,,,636.7722,,,,
"Kabarole, Uganda",,,,,,,,,,,,,,,719.4212,,,,,,,623.693,,,,
"Sibiu, Romania",,,,,,,,,,,,,,,2026.3179,,,,,,,1139.1625,,,,
"Jubbada Dhexe, Somalia",,,,,,,,,,,,,,,3181.1538,,,,,,,885.6854,,,,
"Kracheh [Krâchéh], Cambodia",,,,,,,,,,,,,,,270.59015,,,,,,,166.57193,,,,
"Vorarlberg, Austria",,,,,,,,,,,,,,,1079.6813,,,,,,,671.9236,,,,
"Ma'rib, Yemen",,,,,,,,,,,,,,,925.73584,,,,,,,460.8509,,,,
"Brakna, Mauritania",,,,,,,,,,,,,,,485.71423,,,,,,,193.60277,,,,
"Plaines Wilhems, Mauritius",,,,,,,,,,,,,,,3972.3616,,,,,,,2877.5884,,,,
"Serere, Uganda",,,,,,,,,,,,,,,287.81198,,,,,,,272.16516,,,,
"Muş, Turkey",,,,,,,,,,,,,,,3148.3206,,,,,,,1170.0422,,,,
"Tacna, Peru",,,,,,,,,,,,,,,5413.3735,,,,,,,3246.5852,,,,
"Cankuzo, Burundi",,,,,,,,,,,,,,,349.69098,,,,,,,262.9642,,,,
"Hunedoara, Romania",,,,,,,,,,,,,,,1032.4719,,,,,,,445.81552,,,,
"Jász-Nagykun-Szolnok, Hungary",,,,,,,,,,,,,,,691.5266,,,,,,,307.56058,,,,
"Ouaka, Central African Republic",,,,,,,,,,,,,,,717.25024,,,,,,,295.7105,,,,
"Mayabeque, Cuba",,,,,,,,,,,,,,,1146.386,,,,,,,470.31247,,,,
"Cojedes, Venezuela",,,,,,,,,,,,,,,2344.5398,,,,,,,1282.8544,,,,
"Martinique, France",,,,,,,,,,,,,,,849.0811,,,,,,,598.72906,,,,
"Ad Dākhilīyah, Oman",,,,,,,,,,,,,,,470.95593,,,,,,,240.75616,,,,
"Jönköpings län, Sweden",,,,,,,,,,,,,,,812.10266,,,,,,,395.50418,,,,
"La Guaira, Venezuela",,,,,,,,,,,,,,,3016.0298,,,,,,,1585.0684,,,,
"Innlandet, Norway",,,,,,,,,,,,,,,388.90854,,,,,,,182.5602,,,,
"Ticino, Switzerland",,,,,,,,,,,,,,,1373.4287,,,,,,,851.4669,,,,
"Wallis, Switzerland",,,,,,,,,,,,,,,720.15125,,,,,,,395.96497,,,,
"Díli, East Timor",,,,,,,,,,,,,,,5732.1426,,,,,,,3466.744,,,,
"Al Karak, Jordan",,,,,,,,,,,,,,,1513.7458,,,,,,,765.3421,,,,
"Rukungiri, Uganda",,,,,,,,,,,,,,,438.20554,,,,,,,390.50003,,,,
"Khan Yunis, State of Palestine",,,,,,,,,,,,,,,6599.583,,,,,,,4442.1787,,,,
"La Pampa, Argentina",,,,,,,,,,,,,,,1454.3002,,,,,,,851.18335,,,,
"Teleorman, Romania",,,,,,,,,,,,,,,640.62634,,,,,,,259.4153,,,,
"Masindi, Uganda",,,,,,,,,,,,,,,488.88287,,,,,,,384.85364,,,,
"Usulután, El Salvador",,,,,,,,,,,,,,,1021.85583,,,,,,,540.83307,,,,
"La Paz, El Salvador",,,,,,,,,,,,,,,1076.1707,,,,,,,619.4948,,,,
"Andaman and Nicobar Islands, India",,,,,,,,,,,,,,,2180.6575,,,,,,,1161.5844,,,,
"Kırklareli, Turkey",,,,,,,,,,,,,,,2196.8088,,,,,,,770.12695,,,,
"Lempira, Honduras",,,,,,,,,,,,,,,206.41278,,,,,,,133.4651,,,,
"North Gaza, State of Palestine",,,,,,,,,,,,,,,11280.89,,,,,,,8715.084,,,,
"Taita/Taveta, Kenya",,,,,,,,,,,,,,,591.2351,,,,,,,360.9739,,,,
"Retalhuleu, Guatemala",,,,,,,,,,,,,,,1327.336,,,,,,,767.96173,,,,
"Sacatepéquez, Guatemala",,,,,,,,,,,,,,,1778.6261,,,,,,,1033.1464,,,,
"Vaslui, Romania",,,,,,,,,,,,,,,768.379,,,,,,,319.50745,,,,
"As Suwaydā', Syria",,,,,,,,,,,,,,,1391.2261,,,,,,,708.3034,,,,
"Ranong, Thailand",,,,,,,,,,,,,,,1644.2301,,,,,,,899.7075,,,,
"Baranya, Hungary",,,,,,,,,,,,,,,1236.6699,,,,,,,772.55316,,,,
"Gafsa, Tunisia",,,,,,,,,,,,,,,1761.7234,,,,,,,906.0908,,,,
"Amuria, Uganda",,,,,,,,,,,,,,,160.07097,,,,,,,157.37656,,,,
"Phalombe, Malawi",,,,,,,,,,,,,,,420.61258,,,,,,,365.1213,,,,
"Béchar, Algeria",,,,,,,,,,,,,,,2775.6208,,,,,,,1572.4424,,,,
"Amasya, Turkey",,,,,,,,,,,,,,,2052.0403,,,,,,,898.1959,,,,
"Arauca, Colombia",,,,,,,,,,,,,,,2575.2573,,,,,,,1026.5585,,,,
"Nevşehir, Turkey",,,,,,,,,,,,,,,1414.7539,,,,,,,619.3654,,,,
"Colón, Honduras",,,,,,,,,,,,,,,873.38525,,,,,,,356.94342,,,,
"Vâlcea, Romania",,,,,,,,,,,,,,,841.1369,,,,,,,398.14737,,,,
"Western, Fiji",,,,,,,,,,,,,,,614.5124,,,,,,,380.80286,,,,
"Tissemsilt, Algeria",,,,,,,,,,,,,,,1788.6735,,,,,,,712.10913,,,,
"Kisoro, Uganda",,,,,,,,,,,,,,,720.04395,,,,,,,681.7076,,,,
"Davao Occidental, Philippines",,,,,,,,,,,,,,,436.7262,,,,,,,237.90881,,,,
"El Bayadh, Algeria",,,,,,,,,,,,,,,3776.3406,,,,,,,1203.5857,,,,
"Mubārak al Kabīr, Kuwait",,,,,,,,,,,,,,,4659.9497,,,,,,,3875.8271,,,,
"Kyotera, Uganda",,,,,,,,,,,,,,,390.79822,,,,,,,291.4084,,,,
"Krabi, Thailand",,,,,,,,,,,,,,,308.28732,,,,,,,188.77698,,,,
"Kiryandongo, Uganda",,,,,,,,,,,,,,,510.6901,,,,,,,368.67987,,,,
"East New Britain, Papua New Guinea",,,,,,,,,,,,,,,332.77893,,,,,,,232.03601,,,,
"Hodh el Gharbi, Mauritania",,,,,,,,,,,,,,,347.4741,,,,,,,141.95238,,,,
"Uppsala län, Sweden",,,,,,,,,,,,,,,1433.1589,,,,,,,920.162,,,,
"Cordillera, Paraguay",,,,,,,,,,,,,,,716.5733,,,,,,,336.3725,,,,
"Satu Mare, Romania",,,,,,,,,,,,,,,1003.26874,,,,,,,562.87146,,,,
"Betsiboka, Madagascar",,,,,,,,,,,,,,,193.61983,,,,,,,81.103,,,,
"Leribe, Lesotho",,,,,,,,,,,,,,,494.7994,,,,,,,352.84866,,,,
"Stînga Nistrului, unitatea teritorială din, Moldova",,,,,,,,,,,,,,,1415.6604,,,,,,,813.3914,,,,
"Pallisa, Uganda",,,,,,,,,,,,,,,658.02466,,,,,,,585.9976,,,,
"Basse-Kotto, Central African Republic",,,,,,,,,,,,,,,287.48233,,,,,,,109.82282,,,,
"Guidimaka, Mauritania",,,,,,,,,,,,,,,633.11194,,,,,,,211.969,,,,
"Sinuiju Special Administrative Region, North Korea",,,,,,,,,,,,,,,11407.976,,,,,,,6978.9707,,,,
"Gulu, Uganda",,,,,,,,,,,,,,,2099.0808,,,,,,,1487.4863,,,,
"Corse, France",,,,,,,,,,,,,,,831.5299,,,,,,,418.73926,,,,
"Ajaria, Georgia",,,,,,,,,,,,,,,3098.611,,,,,,,1604.8242,,,,
"Lobaye, Central African Republic",,,,,,,,,,,,,,,821.3927,,,,,,,250.34682,,,,
"Viseu, Portugal",,,,,,,,,,,,,,,330.86624,,,,,,,232.78885,,,,
"Naama, Algeria",,,,,,,,,,,,,,,2833.0188,,,,,,,1121.6036,,,,
"Bitlis, Turkey",,,,,,,,,,,,,,,1381.4,,,,,,,527.50665,,,,
"Hhohho, Eswatini",,,,,,,,,,,,,,,412.4736,,,,,,,287.01425,,,,
